"Клиент","Дата","Критерий","Парам. №1","Парам. №2","Переходы (%)","Показы (%)"
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","1-18",0,0.3
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","24-27",3.2,3.7
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","27-30",3.2,4.9
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","30-35",32.2,31.9
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","35-45",48.3,44.8
"Rusfic_Alphavit_WM_pp","2021-02-14","gender_age","Ж","45+",9.6,11.1
"Rusfic_Alphavit_WM_pp","2021-02-15","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-15","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-15","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-15","age","24-27","",7.5,5.1
"Rusfic_Alphavit_WM_pp","2021-02-15","age","27-30","",5.6,6.5
"Rusfic_Alphavit_WM_pp","2021-02-15","age","30-35","",43.3,31.5
"Rusfic_Alphavit_WM_pp","2021-02-15","age","35-45","",26.4,42
"Rusfic_Alphavit_WM_pp","2021-02-15","age","45+","",11.3,11.5
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Москва","",16.9,12.9
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Санкт-Петербург","",3.7,10.2
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Уфа","",3.7,2.7
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Самара","",0,2.7
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Челябинск","",5.6,2.6
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Воронеж","",1.8,2.1
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Новосибирск","",1.8,1.8
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Ростов-на-Дону","",3.7,1.7
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Красноярск","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Белгород","",1.8,1.1
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Казань","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Чебоксары","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Тольятти","",3.7,0.9
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Омск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Тула","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Краснодар","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Нижний Новгород","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Екатеринбург","",5.6,0.8
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Тюмень","",1.8,0.7
"Rusfic_Alphavit_WM_pp","2021-02-15","cities","Тамбов","",1.8,0.5
"Rusfic_Alphavit_WM_pp","2021-02-15","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-15","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","24-27",7.5,5.1
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","27-30",5.6,6.5
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","30-35",43.3,31.5
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","35-45",26.4,42
"Rusfic_Alphavit_WM_pp","2021-02-15","gender_age","Ж","45+",11.3,11.5
"Rusfic_Alphavit_WM_pp","2021-02-16","age","1-18","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-02-16","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-16","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-16","age","24-27","",2.7,4.4
"Rusfic_Alphavit_WM_pp","2021-02-16","age","27-30","",2.7,5.5
"Rusfic_Alphavit_WM_pp","2021-02-16","age","30-35","",44.4,33.8
"Rusfic_Alphavit_WM_pp","2021-02-16","age","35-45","",38.8,43.5
"Rusfic_Alphavit_WM_pp","2021-02-16","age","45+","",8.3,9.5
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Москва","",11.1,15.1
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Санкт-Петербург","",13.8,13.5
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Самара","",8.3,3
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Воронеж","",2.7,2.5
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Уфа","",8.3,2.3
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Челябинск","",2.7,2.1
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Новосибирск","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Ростов-на-Дону","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Тольятти","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Белгород","",2.7,1.1
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Чебоксары","",2.7,1
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Тула","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Красноярск","",2.7,1
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Казань","",2.7,0.8
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Омск","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Петрозаводск","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Нижний Новгород","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Краснодар","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Тюмень","",2.7,0.6
"Rusfic_Alphavit_WM_pp","2021-02-16","cities","Екатеринбург","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-16","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-16","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","1-18",0,0.3
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","24-27",2.7,4.4
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","27-30",2.7,5.5
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","30-35",44.4,33.8
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","35-45",38.8,43.5
"Rusfic_Alphavit_WM_pp","2021-02-16","gender_age","Ж","45+",8.3,9.5
"Rusfic_Alphavit_WM_pp","2021-02-17","age","1-18","",1.1,0.2
"Rusfic_Alphavit_WM_pp","2021-02-17","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-17","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-17","age","24-27","",3.4,1.7
"Rusfic_Alphavit_WM_pp","2021-02-17","age","27-30","",1.1,2.1
"Rusfic_Alphavit_WM_pp","2021-02-17","age","30-35","",45.4,38.6
"Rusfic_Alphavit_WM_pp","2021-02-17","age","35-45","",42,51.1
"Rusfic_Alphavit_WM_pp","2021-02-17","age","45+","",6.8,3.6
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Санкт-Петербург","",11.3,13.6
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Москва","",13.6,12.4
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Уфа","",4.5,4.1
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Самара","",4.5,3.7
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Воронеж","",1.1,2.7
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Новосибирск","",9,2.6
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Красноярск","",2.2,2.5
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Челябинск","",3.4,2.4
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Тюмень","",1.1,1.6
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Омск","",4.5,1.4
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Белгород","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Ростов-на-Дону","",1.1,1.3
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Петрозаводск","",2.2,1.3
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Чебоксары","",2.2,1.2
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Тула","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Тольятти","",3.4,1.2
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Магнитогорск","",1.1,0.9
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Тамбов","",0,0.7
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Иркутск","",1.1,0.3
"Rusfic_Alphavit_WM_pp","2021-02-17","cities","Стерлитамак","",1.1,0.3
"Rusfic_Alphavit_WM_pp","2021-02-17","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","1-18",1.1,0.2
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","24-27",3.4,1.7
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","27-30",1.1,2.1
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","30-35",45.4,38.6
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","35-45",42,51.1
"Rusfic_Alphavit_WM_pp","2021-02-17","gender_age","Ж","45+",6.8,3.6
"Rusfic_Alphavit_WM_pp","2021-02-18","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-18","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-18","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-18","age","24-27","",2.4,1.2
"Rusfic_Alphavit_WM_pp","2021-02-18","age","27-30","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-18","age","30-35","",48.7,40.5
"Rusfic_Alphavit_WM_pp","2021-02-18","age","35-45","",43.9,51.3
"Rusfic_Alphavit_WM_pp","2021-02-18","age","45+","",2.4,2.7
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Санкт-Петербург","",14.6,14.4
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Москва","",14.6,13.8
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Челябинск","",6,4.9
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Уфа","",2.4,4
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Самара","",7.3,4
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Красноярск","",3.6,3.2
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Новосибирск","",6,3.1
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Воронеж","",0,3
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Омск","",2.4,1.8
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Тюмень","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Белгород","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Чебоксары","",1.2,1.5
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Ростов-на-Дону","",2.4,1.5
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Тула","",3.6,1.4
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Петрозаводск","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Тольятти","",3.6,1.2
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Магнитогорск","",1.2,0.9
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Тамбов","",1.2,0.9
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Иркутск","",3.6,0.7
"Rusfic_Alphavit_WM_pp","2021-02-18","cities","Новокузнецк","",1.2,0.5
"Rusfic_Alphavit_WM_pp","2021-02-18","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","24-27",2.4,1.2
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","27-30",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","30-35",48.7,40.5
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","35-45",43.9,51.3
"Rusfic_Alphavit_WM_pp","2021-02-18","gender_age","Ж","45+",2.4,2.7
"Rusfic_Alphavit_WM_pp","2021-02-19","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-19","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-19","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-19","age","24-27","",3.1,1.9
"Rusfic_Alphavit_WM_pp","2021-02-19","age","27-30","",3.1,2.5
"Rusfic_Alphavit_WM_pp","2021-02-19","age","30-35","",42.8,39.4
"Rusfic_Alphavit_WM_pp","2021-02-19","age","35-45","",44.4,49.5
"Rusfic_Alphavit_WM_pp","2021-02-19","age","45+","",6.3,3.9
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Москва","",11.1,15.3
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Санкт-Петербург","",7.9,15.2
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Челябинск","",7.9,4.2
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Уфа","",4.7,4
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Самара","",6.3,3.5
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Воронеж","",1.5,3.1
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Новосибирск","",6.3,2.6
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Красноярск","",4.7,2.5
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Ростов-на-Дону","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Омск","",4.7,1.7
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Белгород","",1.5,1.6
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Тюмень","",1.5,1.6
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Чебоксары","",1.5,1.6
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Тула","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Тольятти","",1.5,1.3
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Петрозаводск","",0,1.2
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Магнитогорск","",0,0.9
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Тамбов","",1.5,0.9
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Старый Оскол","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-19","cities","Иркутск","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-19","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-19","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","24-27",3.1,1.9
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","27-30",3.1,2.5
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","30-35",42.8,39.3
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","35-45",44.4,49.4
"Rusfic_Alphavit_WM_pp","2021-02-19","gender_age","Ж","45+",6.3,3.9
"Rusfic_Alphavit_WM_pp","2021-02-20","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-20","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-20","age","24-27","",2.1,2.4
"Rusfic_Alphavit_WM_pp","2021-02-20","age","27-30","",4.3,2.8
"Rusfic_Alphavit_WM_pp","2021-02-20","age","30-35","",47.8,38.4
"Rusfic_Alphavit_WM_pp","2021-02-20","age","35-45","",36.9,48.5
"Rusfic_Alphavit_WM_pp","2021-02-20","age","45+","",6.5,4.8
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Москва","",6.5,16
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Санкт-Петербург","",19.5,15
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Уфа","",13,3.4
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Самара","",4.3,3.3
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Челябинск","",8.6,3.1
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Воронеж","",4.3,3
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Новосибирск","",2.1,2.4
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Красноярск","",2.1,2
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Ростов-на-Дону","",0,1.8
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Омск","",4.3,1.5
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Тула","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Белгород","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Тольятти","",2.1,1.3
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Чебоксары","",2.1,1.2
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Петрозаводск","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Тюмень","",2.1,1
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Магнитогорск","",0,0.8
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Тамбов","",0,0.6
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Иркутск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-20","cities","Краснодар","",0,0.3
"Rusfic_Alphavit_WM_pp","2021-02-20","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-20","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-20","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-20","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-20","gender_age","Ж","24-27",2.1,2.4
"Rusfic_Alphavit_WM_pp","2021-02-20","gender_age","Ж","27-30",4.3,2.8
"Rusfic_Alphavit_WM_pp","2021-02-20","gender_age","Ж","30-35",47.8,38.4
"Rusfic_Alphavit_WM_pp","2021-02-20","gender_age","Ж","35-45",36.9,48.5
"Rusfic_Alphavit_WM_pp","2021-02-20","gender_age","Ж","45+",6.5,4.8
"Rusfic_Alphavit_WM_pp","2021-02-21","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-21","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-21","age","24-27","",2.5,2.3
"Rusfic_Alphavit_WM_pp","2021-02-21","age","27-30","",0,2.6
"Rusfic_Alphavit_WM_pp","2021-02-21","age","30-35","",37.5,38.4
"Rusfic_Alphavit_WM_pp","2021-02-21","age","35-45","",45,48.7
"Rusfic_Alphavit_WM_pp","2021-02-21","age","45+","",5,4.8
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Москва","",22.5,15.6
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Санкт-Петербург","",15,15.5
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Челябинск","",5,4.3
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Самара","",0,3.5
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Новосибирск","",5,3.2
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Уфа","",5,3.1
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Воронеж","",2.5,2.7
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Красноярск","",2.5,2
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Омск","",5,1.7
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Ростов-на-Дону","",0,1.7
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Белгород","",0,1.4
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Тольятти","",2.5,1.4
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Чебоксары","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Тула","",2.5,1.3
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Тюмень","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Петрозаводск","",2.5,0.9
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Магнитогорск","",2.5,0.7
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Тамбов","",2.5,0.6
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Старый Оскол","",0,0.4
"Rusfic_Alphavit_WM_pp","2021-02-21","cities","Иркутск","",2.5,0.4
"Rusfic_Alphavit_WM_pp","2021-02-21","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-21","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-21","gender_age","Ж","1-18",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-21","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-21","gender_age","Ж","24-27",2.5,2.3
"Rusfic_Alphavit_WM_pp","2021-02-21","gender_age","Ж","27-30",0,2.6
"Rusfic_Alphavit_WM_pp","2021-02-21","gender_age","Ж","30-35",37.5,38.4
"Rusfic_Alphavit_WM_pp","2021-02-21","gender_age","Ж","35-45",45,48.7
"Rusfic_Alphavit_WM_pp","2021-02-21","gender_age","Ж","45+",5,4.8
"Rusfic_Alphavit_WM_pp","2021-02-22","age","1-18","",2.2,0.2
"Rusfic_Alphavit_WM_pp","2021-02-22","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-22","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-22","age","24-27","",2.2,2.6
"Rusfic_Alphavit_WM_pp","2021-02-22","age","27-30","",2.2,3.1
"Rusfic_Alphavit_WM_pp","2021-02-22","age","30-35","",31.8,37.6
"Rusfic_Alphavit_WM_pp","2021-02-22","age","35-45","",54.5,47.5
"Rusfic_Alphavit_WM_pp","2021-02-22","age","45+","",4.5,6.3
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Москва","",18.1,14.8
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Санкт-Петербург","",11.3,14.7
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Уфа","",6.8,3.9
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Челябинск","",11.3,3.8
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Самара","",6.8,3.1
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Новосибирск","",4.5,3
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Воронеж","",2.2,2.6
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Красноярск","",0,1.9
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Омск","",2.2,1.9
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Ростов-на-Дону","",0,1.6
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Тольятти","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Чебоксары","",0,1.3
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Белгород","",2.2,1.2
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Тюмень","",2.2,1.2
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Тула","",0,1.1
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Петрозаводск","",0,1
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Магнитогорск","",2.2,0.8
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Стерлитамак","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Кемерово","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-22","cities","Иркутск","",0,0.5
"Rusfic_Alphavit_WM_pp","2021-02-22","gender","Ж","",100,99.9
"Rusfic_Alphavit_WM_pp","2021-02-22","gender","М","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","1-18",2.2,0.2
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","18-21",0,0
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","21-24",0,0
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","24-27",2.2,2.5
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","27-30",2.2,3.1
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","30-35",31.8,37.6
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","35-45",54.5,47.5
"Rusfic_Alphavit_WM_pp","2021-02-22","gender_age","Ж","45+",4.5,6.3
"Rusfic_Alphavit_WM_pp","2021-02-23","age","1-18","",0,0.2
"Rusfic_Alphavit_WM_pp","2021-02-23","age","18-21","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-23","age","21-24","",0,0
"Rusfic_Alphavit_WM_pp","2021-02-23","age","24-27","",2.7,1.9
"Rusfic_Alphavit_WM_pp","2021-02-23","age","27-30","",4.1,2.4
"Rusfic_Alphavit_WM_pp","2021-02-23","age","30-35","",36.1,37.8
"Rusfic_Alphavit_WM_pp","2021-02-23","age","35-45","",45.8,49.4
"Rusfic_Alphavit_WM_pp","2021-02-23","age","45+","",6.9,5.6
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Санкт-Петербург","",18,17.5
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Москва","",18,15.9
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Уфа","",1.3,3.8
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Челябинск","",4.1,3.5
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Самара","",1.3,3.5
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Воронеж","",0,2.3
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Новосибирск","",0,2.2
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Омск","",1.3,1.7
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Тольятти","",2.7,1.7
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Ростов-на-Дону","",0,1.5
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Чебоксары","",2.7,1.4
"Rusfic_Alphavit_WM_pp","2021-02-23","cities","Красноярск","",1.3,1.3
